BLOCK_NUMBER,BLOCK_TIMESTAMP,TX_HASH,ORIGIN_FUNCTION_SIGNATURE,ORIGIN_FROM_ADDRESS,ORIGIN_TO_ADDRESS,CONTRACT_ADDRESS,POOL_NAME,EVENT_NAME,AMOUNT_IN,AMOUNT_IN_USD,AMOUNT_OUT,AMOUNT_OUT_USD,SENDER,TX_TO,EVENT_INDEX,PLATFORM,TOKEN_IN,TOKEN_OUT,SYMBOL_IN,SYMBOL_OUT,_LOG_ID
13674322,2021-11-24 01:32:09.000,0x7c018c75e667878e2b2757ab3481463435b45b7a1239f53f4d00e30ecef984e2,0x7ff36ab5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb232f9373c4011bb02db2cce1c5036c0c38a9670,SC-WETH UNI-V2 LP,Swap,1,"null",2688215667.50269,"null",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,205,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9dcb90ac6e5ef95797233a49a7da903cc27aaf39,WETH,SC,0x7c018c75e667878e2b2757ab3481463435b45b7a1239f53f4d00e30ecef984e2-205
13717878,2021-12-01 00:09:49.000,0x0f5802468680def569df8ae41a416da7e4ea9cf1b48b78edad11991071235bec,0xfb3bdb41,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x25a6b4a713c0bf2aed3d50cd566bf50434d1c29e,BBC DAO-WETH UNI-V2 LP,Swap,0.5178710061,"null",3674630000,"null",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,111,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x270719e21852e0e817c4663cc9f1567441d6eaac,WETH,BBC DAO,0x0f5802468680def569df8ae41a416da7e4ea9cf1b48b78edad11991071235bec-111
14335989,2022-03-06 22:31:25.000,0x2663ef6846f9967fd22217399c2f9d9b59c74b9e34ca1eca03598aa312819e41,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xb1fd6a61068e1006711b1bc5056dde0796984202,WETH-COOL UNI-V2 LP,Swap,10738363.6212857,"null",0.06415589613,"null",0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,175,uniswap-v2,0xfbe82447b1f0da2f9bf121588dcddea01ac5bbca,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,COOL,WETH,0x2663ef6846f9967fd22217399c2f9d9b59c74b9e34ca1eca03598aa312819e41-175
14401657,2022-03-17 03:40:03.000,0xc2bf0e812cdfc73669a828d44a79eea84ded85f316b75a0f8f0f4073d945fd7d,0x791ac947,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x5ae205303c7d3254ef536d4f535fafc47e3b957f,APE-WETH UNI-V2 LP,Swap,778221000,2581.79460336,0.9045275079,2507.223100116,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,148,uniswap-v2,0x40e0a6ef9dbadfc83c5e0d15262feb4638588d77,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,APE,WETH,0xc2bf0e812cdfc73669a828d44a79eea84ded85f316b75a0f8f0f4073d945fd7d-148
12216742,2021-04-11 05:26:35.000,0x15a4ab7adeaea20190640985730e48a84f94e022e282f4498c5ca15e79459c09,0x38ed1739,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xa70d458a4d9bc0e6571565faee18a48da5c0d593,BAL-WETH UNI-V2 LP,Swap,23.923237372,1208.521851416,0.5640406215,1204.098002608,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,161,uniswap-v2,0xba100000625a3754423978a60c9317c58a424e3d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BAL,WETH,0x15a4ab7adeaea20190640985730e48a84f94e022e282f4498c5ca15e79459c09-161
14323299,2022-03-04 22:53:19.000,0x554557cfd29085761fc667bdbcac741a4d684d189258ab98737f66549da5852e,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xbc562bf2c1445707e5f8df66dbf8eee60cc49a59,WETH-AIR UNI-V2 LP,Swap,0.1,"null",265524.868901366,"null",0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,214,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf725f73caee250ae384ec38bb2c77c38ef2cccea,WETH,AIR,0x554557cfd29085761fc667bdbcac741a4d684d189258ab98737f66549da5852e-214
14227770,2022-02-18 03:49:19.000,0x7f000937134ddb596475fa028e83be63ad524007d89867dc51d0b2881f84c1f0,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x97c53c75eee36e302e5ef564979f04e7a2d8a317,NYC-WETH UNI-V2 LP,Swap,1,"null",70768866.7596239,"null",0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,41,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2bf672a93253b4d192cfbdc486b244d56f5b5287,WETH,NYC,0x7f000937134ddb596475fa028e83be63ad524007d89867dc51d0b2881f84c1f0-41
12240420,2021-04-14 20:43:12.000,0xfa3b7fdb37a030a9e7aa801d15809e50dce55fcd651e0ceb6893e88884a1475d,0x5f575529,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x881d40237659c251811cec9c364ef91dc08d300c,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,USDC-WETH UNI-V2 LP,Swap,0.3848216109,901.926803588,896.74815,898.516865636,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x74de5d4fcbf63e00296fd95d33236b9794016631,145,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WETH,USDC,0xfa3b7fdb37a030a9e7aa801d15809e50dce55fcd651e0ceb6893e88884a1475d-145
12246563,2021-04-15 19:21:54.000,0x79eeebe35ec50531ea430cf9ee33effadfd1aab72ea91c630cbc8a11f12babc1,0x5f575529,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x881d40237659c251811cec9c364ef91dc08d300c,0x11b1f53204d03e5529f09eb3091939e4fd8c9cf3,MANA-WETH UNI-V2 LP,Swap,793,969.610688737,0.3951470012,976.451711147,0x11111112542d85b3ef69ae05771c2dccff4faa26,0x11111112542d85b3ef69ae05771c2dccff4faa26,261,uniswap-v2,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MANA,WETH,0x79eeebe35ec50531ea430cf9ee33effadfd1aab72ea91c630cbc8a11f12babc1-261
13589497,2021-11-10 16:15:36.000,0xbcf5d0ba2506244473452357057c194040c2e170677fae28a673746b80968a52,0x791ac947,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x98d677887af8a699be38ef6276f4cd84aca29d74,GM-WETH UNI-V2 LP,Swap,150321579.469396,24403.426035248,4.414160422,21377.001686769,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,115,uniswap-v2,0xbc7250c8c3eca1dfc1728620af835fca489bfdf3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GM,WETH,0xbcf5d0ba2506244473452357057c194040c2e170677fae28a673746b80968a52-115
13843482,2021-12-20 17:42:12.000,0x0dab982785b5f1e34a20fdf3644f87e3cfe9817c826630197bc8bac521c55f96,0x791ac947,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xc7b7dac697b03e11e4af085d927f0c9b24b3f27d,"null",Swap,2.483685e+26,"null",1.799002963,6898.487586058,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,564,uniswap-v2,0xb56a1f3310578f23120182fb2e58c087efe6e147,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"null",WETH,0x0dab982785b5f1e34a20fdf3644f87e3cfe9817c826630197bc8bac521c55f96-564
13671338,2021-11-23 14:19:11.000,0x3ac14ce46060ad6f4281a58008a9d56d8acd8ec8e4d62b466cf3bb6b8888a374,0x18cbafe5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0x4e726311e7036d7be9a9b2a1e9e00c48aeec28ae,gm-WETH SLP,Swap,8055449.63607648,5336.537250048,1.27111465,5324.461403505,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,478,sushiswap,0x7f0693074f8064cfbcf9fa6e5a3fa0e4f58ccccf,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,gm,WETH,0x3ac14ce46060ad6f4281a58008a9d56d8acd8ec8e4d62b466cf3bb6b8888a374-478
13874829,2021-12-25 14:16:29.000,0xc3534a619893587be5d4aa8670ad17f8d322e483b9e60640fe06aca5fd3b78f1,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xdb4f0e1f537ed1d4bc4714367dec1e2417f35592,SOS-WETH UNI-V2 LP,Swap,209391161.30723,1891.086518603,0.4736063372,1932.5968986,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,194,uniswap-v2,0x3b484b82567a09e2588a13d54d032153f0c0aee0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SOS,WETH,0xc3534a619893587be5d4aa8670ad17f8d322e483b9e60640fe06aca5fd3b78f1-194
13677939,2021-11-24 15:21:22.000,0xa2a6cf29abbf158b6533fdac103b59ab8dabc906268a0fcdc0155f6907f75847,0x791ac947,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x98d677887af8a699be38ef6276f4cd84aca29d74,GM-WETH UNI-V2 LP,Swap,31610601,12421.80462552,2.922860435,12353.613556498,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,510,uniswap-v2,0xbc7250c8c3eca1dfc1728620af835fca489bfdf3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GM,WETH,0xa2a6cf29abbf158b6533fdac103b59ab8dabc906268a0fcdc0155f6907f75847-510
13438865,2021-10-18 01:16:47.000,0xe0ec4f569d929f3f9bbc50f026cd982966185e835df11b22cc74926de6b99b2b,0x7ff36ab5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xc3d03e4f041fd4cd388c549ee2a29a9e5075882f,DAI-WETH SLP,Swap,1,3879.001807803,3868.328540804,3870.326607268,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0x34d7d7aaf50ad4944b70b320acb24c95fa2def7c,4,sushiswap,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,WETH,DAI,0xe0ec4f569d929f3f9bbc50f026cd982966185e835df11b22cc74926de6b99b2b-4
16714462,2023-02-26 19:23:35.000,0x6842d28efee274ec184728cd7af38eb5f8d94e267f96345d168343e455492c1f,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x3416cf6c708da44db2624d63ea0aaef7113527c6,USDC-USDT 100 1,Swap,40000,40000,39990.658452,39990.66,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,242,uniswap-v3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,USDC,USDT,0x6842d28efee274ec184728cd7af38eb5f8d94e267f96345d168343e455492c1f-242
16714462,2023-02-26 19:23:35.000,0x6842d28efee274ec184728cd7af38eb5f8d94e267f96345d168343e455492c1f,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT 500 10,Swap,39990.658452,39990.66,24.453812447,39915.22,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,245,uniswap-v3,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,WETH,0x6842d28efee274ec184728cd7af38eb5f8d94e267f96345d168343e455492c1f-245
12189893,2021-04-07 02:08:16.000,0x62fbe1e47d780e7a5206d2c88a0fa7474632669480eab5237b70160e8977a657,0x7ff36ab5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,USDC-WETH UNI-V2 LP,Swap,0.3,625.188764365,627.111148,627.994256376,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb8358c081d9eb41829ede6fd07e9c11fab8b20f1,139,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WETH,USDC,0x62fbe1e47d780e7a5206d2c88a0fa7474632669480eab5237b70160e8977a657-139
12038819,2021-03-14 20:21:13.000,0xf0bc243b63089b9ad92de9c1bdacd5dfe60b7d3fce80e124ad8a26335c34b936,0x38ed1739,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x52b6b74ec703c095e2dd8e34c0ad75bee9f9eed3,DUENDE-WETH UNI-V2 LP,Swap,9626.742781446,"null",0.3363210988,"null",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x97524f602706cdb64f9dfa71909ace06e98200b6,239,uniswap-v2,0xb5653dce3ae89de4b2b2238026eeb691fb094269,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DUENDE,WETH,0xf0bc243b63089b9ad92de9c1bdacd5dfe60b7d3fce80e124ad8a26335c34b936-239
12235926,2021-04-14 03:59:59.000,0x9929f5b17d7ef1b2602b32af02a80f2555af3b9298faa6be99b60060435b3633,0x5f575529,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x881d40237659c251811cec9c364ef91dc08d300c,0xfcb910d871d7e94f5a566b7b32fb2b19583c09d7,LCX-WETH UNI-V2 LP,Swap,5102.845052354,388.78960086,0.1575961027,365.322576892,0x11111112542d85b3ef69ae05771c2dccff4faa26,0x11111112542d85b3ef69ae05771c2dccff4faa26,120,uniswap-v2,0x037a54aab062628c9bbae1fdb1583c195585fe41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,LCX,WETH,0x9929f5b17d7ef1b2602b32af02a80f2555af3b9298faa6be99b60060435b3633-120
16364283,2023-01-08 19:53:23.000,0x3b86ab4e3a24395572943c1756d65151cee15b0c5c79838285f495d05b6801ae,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xdecfb9c78f6c3ac51bc9770acd40ae9a7b6c9012,"null",Swap,0.15,190.4895,270266488628086,"null",0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,159,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0e1bb5546524235c8abfd6f9b77b25c2ca0e12e0,WETH,"null",0x3b86ab4e3a24395572943c1756d65151cee15b0c5c79838285f495d05b6801ae-159
16372907,2023-01-10 00:45:59.000,0x54b916dd80e0a75bf615435e0efe5047822fd6abf60469b2dbac12fc71dab9e4,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xdecfb9c78f6c3ac51bc9770acd40ae9a7b6c9012,"null",Swap,232750000000000,"null",0.4738195157,626.915339362,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,97,uniswap-v2,0x0e1bb5546524235c8abfd6f9b77b25c2ca0e12e0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"null",WETH,0x54b916dd80e0a75bf615435e0efe5047822fd6abf60469b2dbac12fc71dab9e4-97
14259887,2022-02-23 03:15:38.000,0xde9551faa4f093ceea67f480e964a3a79a578b758206b2459195fc2831614730,0x7ff36ab5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0x100f11817cea2e065d6dc9a034ae32c5556802d9,RKTN-WETH SLP,Swap,1,"null",3510622.17819388,"null",0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,205,sushiswap,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x98b69ebb4ce228145463d7c08aa71fbb6791fe86,WETH,RKTN,0xde9551faa4f093ceea67f480e964a3a79a578b758206b2459195fc2831614730-205
12043496,2021-03-15 13:41:09.000,0x12f620d6aa80ffa2b05bf9c58ebe1b66c3cb1e7c44973dbaf5c2942e8429f8e9,0x38ed1739,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe56c60b5f9f7b5fc70de0eb79c6ee7d00efa2625,WETH-ENJ UNI-V2 LP,Swap,220,595.225365293,0.3277281063,584.018495681,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb5bd39fc0c57d902271ba6c5cd89c1510a37c0dd,238,uniswap-v2,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ENJ,WETH,0x12f620d6aa80ffa2b05bf9c58ebe1b66c3cb1e7c44973dbaf5c2942e8429f8e9-238
16377302,2023-01-10 15:28:11.000,0x848aeec1d3ee1c599324ee610cf15ce3e8f940667b68293d9e8d9f39eb543b21,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x9e40edeb1981d0e63493ce2323cf382bef8ee8d4,"null",Swap,0.6,800.964,4.01404135579499e+24,"null",0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,14,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1cbc7bff57c17078cdcc71335a1c35c61b6f11f1,WETH,"null",0x848aeec1d3ee1c599324ee610cf15ce3e8f940667b68293d9e8d9f39eb543b21-14
16529512,2023-01-31 21:31:35.000,0xabc71246099c6532e760d765aac3dfd2715c9e556488a0350047769d1191624f,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x3d5f3b3bb9b23c5bf1154091009d8465ae4d85ab,WETH-CAI UNI-V2 LP,Swap,117868.629614984,"null",1.369757426,"null",0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,178,uniswap-v2,0xf36c5f04127f7470834ed6f98bddc1be62aba48d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CAI,WETH,0xabc71246099c6532e760d765aac3dfd2715c9e556488a0350047769d1191624f-178
16534336,2023-02-01 13:43:11.000,0xf23cc28de4b2db2208ffcd15fd5d6cbaa3befa2fcb6621bb810ca9e10eee6012,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x53440337045cb6672ab975c61199bf4d23a5429d,speechAI-WETH UNI-V2 LP,Swap,0.3,"null",2849504.17007453,"null",0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,24,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5a87dff03446a20bbebad4cb018ad0256eeadba0,WETH,speechAI,0xf23cc28de4b2db2208ffcd15fd5d6cbaa3befa2fcb6621bb810ca9e10eee6012-24
12287097,2021-04-22 01:29:49.000,0x356173452eca5d60b73395a08d9d33c540cd2664f75ca5fe6f13d6b533990326,0x5f575529,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x881d40237659c251811cec9c364ef91dc08d300c,0x3f759c3f4cdba32e69ddf607e0cdcc2547061b97,GFARM2-WETH UNI-V2 LP,Swap,2.992465318,487.56144262,0.1996740305,486.201100506,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xdef1c0ded9bec7f1a1670819833240f027b25eff,264,uniswap-v2,0x831091da075665168e01898c6dac004a867f1e1b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GFARM2,WETH,0x356173452eca5d60b73395a08d9d33c540cd2664f75ca5fe6f13d6b533990326-264
14327212,2022-03-05 13:45:08.000,0xe6683c95daa63d70df9b6376819b1e3e5267aa30fc5525cbca174675b252d909,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xbc562bf2c1445707e5f8df66dbf8eee60cc49a59,WETH-AIR UNI-V2 LP,Swap,161462.4,"null",0.881618365,"null",0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,84,uniswap-v2,0xf725f73caee250ae384ec38bb2c77c38ef2cccea,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,AIR,WETH,0xe6683c95daa63d70df9b6376819b1e3e5267aa30fc5525cbca174675b252d909-84
13439483,2021-10-18 03:41:58.000,0xb96a4d685a09b1063b335ae89eae12ad259f1917cca4b3d33716e9e7e280ea96,0x18cbafe5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0x82dbc2673e9640343d263a3c55de49021ad39ae2,EDEN-WETH SLP,Swap,725.182074421,2591.863100773,0.6680340952,2583.951476125,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,95,sushiswap,0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,EDEN,WETH,0xb96a4d685a09b1063b335ae89eae12ad259f1917cca4b3d33716e9e7e280ea96-95
14335052,2022-03-06 19:00:08.000,0x69914678078f378fc8e16e4ac5cdf249f27d1417a4d6a767d02373a5f5910bf3,0x4a25d94a,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xfd5ef736e72d2ae58458f235e1135148eeb1b524,WETH-ZUG SLP,Swap,305.195007029,545.806708383,0.2,524.624579516,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,70,sushiswap,0xfee5f54e1070e7ed31be341e0a5b1e847f6a84ab,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ZUG,WETH,0x69914678078f378fc8e16e4ac5cdf249f27d1417a4d6a767d02373a5f5910bf3-70
13604102,2021-11-12 22:58:58.000,0x12a14b604be8db818125d81a019d3bd7fceb847bb430461ba290b4d0bea37a9e,0xa9059cbb,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x37941b3fdb2bd332e667d452a58be01bcacb923e,0xc449907e7af59cc2420545224f08762e9935b3c4,FREN-WETH UNI-V2 LP,Swap,157740733.565086,3398.050882459,0.7010794149,3269.7504303,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,131,uniswap-v2,0x37941b3fdb2bd332e667d452a58be01bcacb923e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,FREN,WETH,0x12a14b604be8db818125d81a019d3bd7fceb847bb430461ba290b4d0bea37a9e-131
13935322,2022-01-03 22:49:26.000,0xe41ed74ceba4990ceb8da6d316053c6d42fe39fe62e06d351b53022150d4f33f,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x416109a1a9a7f88ad044986ab85e781f7e005f11,"null",Swap,1,3745.994910575,171448208616411000,"null",0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,416,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x28d4a32e275ebb5f16d14ef924281ddcade9a683,WETH,"null",0xe41ed74ceba4990ceb8da6d316053c6d42fe39fe62e06d351b53022150d4f33f-416
14335991,2022-03-06 22:31:52.000,0x979a2f79afd601aaa77af80109aa7c3a4f6be3586147e1c782e9cf1d3a63390b,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,USDC-WETH UNI-V2 LP,Swap,0.1028845612,270.993925566,270.304973,270.338170949,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,410,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WETH,USDC,0x979a2f79afd601aaa77af80109aa7c3a4f6be3586147e1c782e9cf1d3a63390b-410
16065362,2022-11-28 02:01:59.000,0xffdb1f2e0335497d44c9138c43873c8a6bff5dc00ab0b874b5ba79f4a7464fe1,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH 500 10,Swap,7210,7200.17,6.2061246,7235.6,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,256,uniswap-v3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC,WETH,0xffdb1f2e0335497d44c9138c43873c8a6bff5dc00ab0b874b5ba79f4a7464fe1-256
